Heart Rate,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,power,speed,timestamp
2,1.0,128,2678.0,1.0,1.0,2,0,287009,250,1.0,2021-07-20 21:55:58
3,2.0,129,2679.0,2.0,1.0,3,0,287116,250,1.0,2021-07-20 21:55:59
6,3.0,130,2680.0,3.0,1.0,6,0,287224,250,1.0,2021-07-20 21:56:00
8,4.0,131,2681.0,4.0,1.0,8,0,287331,250,1.0,2021-07-20 21:56:01
12,5.0,132,2682.0,5.0,1.0,12,0,287438,250,1.0,2021-07-20 21:56:02
15,6.0,133,2683.0,6.0,1.0,15,0,287545,250,1.0,2021-07-20 21:56:03
19,7.0,134,2684.0,7.0,1.0,19,0,287652,250,1.0,2021-07-20 21:56:04
24,8.0,135,2685.0,8.0,1.0,24,0,287760,250,1.0,2021-07-20 21:56:05
29,9.0,136,2686.0,9.0,1.0,29,0,287867,250,1.0,2021-07-20 21:56:06
34,10.0,137,2687.0,10.0,1.0,34,0,287974,250,1.0,2021-07-20 21:56:07
40,11.0,138,2688.0,11.0,1.0,40,0,288081,250,1.0,2021-07-20 21:56:08
46,12.0,139,2689.0,12.0,1.0,46,0,288188,250,1.0,2021-07-20 21:56:09
52,13.0,140,2690.0,13.0,1.0,52,0,288295,250,1.0,2021-07-20 21:56:10
58,14.0,141,2691.0,14.0,1.0,58,0,288403,250,1.0,2021-07-20 21:56:11
65,15.0,142,2692.0,15.0,1.0,65,0,288510,250,1.0,2021-07-20 21:56:12
72,16.0,143,2693.0,16.0,1.0,72,0,288617,250,1.0,2021-07-20 21:56:13
80,17.0,144,2694.0,17.0,1.0,80,0,288724,250,1.0,2021-07-20 21:56:14
87,18.0,145,2695.0,18.0,1.0,87,0,288831,250,1.0,2021-07-20 21:56:15
95,19.0,146,2696.0,19.0,1.0,95,0,288938,250,1.0,2021-07-20 21:56:16
103,20.0,147,2697.0,20.0,1.0,103,0,289046,250,1.0,2021-07-20 21:56:17
111,21.0,148,2698.0,21.0,1.0,111,0,289153,250,1.0,2021-07-20 21:56:18
119,22.0,149,2699.0,22.0,1.0,119,0,289260,250,1.0,2021-07-20 21:56:19
126,23.0,150,2700.0,23.0,1.0,126,0,289367,250,1.0,2021-07-20 21:56:20
134,24.0,151,2701.0,24.0,1.0,134,0,289474,250,1.0,2021-07-20 21:56:21
142,25.0,152,2702.0,25.0,1.0,142,0,289581,250,1.0,2021-07-20 21:56:22
150,26.0,153,2703.0,26.0,1.0,150,0,289689,250,1.0,2021-07-20 21:56:23
158,27.0,154,2704.0,27.0,1.0,158,0,289796,250,1.0,2021-07-20 21:56:24
166,28.0,155,2705.0,28.0,1.0,166,0,289903,250,1.0,2021-07-20 21:56:25
173,29.0,156,2706.0,29.0,1.0,173,0,290010,250,1.0,2021-07-20 21:56:26
181,30.0,157,2707.0,30.0,1.0,181,0,290117,250,1.0,2021-07-20 21:56:27
188,31.0,158,2708.0,31.0,1.0,188,0,290224,250,1.0,2021-07-20 21:56:28
195,32.0,159,2709.0,32.0,1.0,195,0,290332,250,1.0,2021-07-20 21:56:29
201,33.0,160,2710.0,33.0,1.0,201,0,290439,250,1.0,2021-07-20 21:56:30
207,34.0,161,2711.0,34.0,1.0,207,0,290546,250,1.0,2021-07-20 21:56:31
213,35.0,162,2712.0,35.0,1.0,213,0,290653,250,1.0,2021-07-20 21:56:32
219,36.0,163,2713.0,36.0,1.0,219,0,290760,250,1.0,2021-07-20 21:56:33
224,37.0,164,2714.0,37.0,1.0,224,0,290868,250,1.0,2021-07-20 21:56:34
229,38.0,165,2715.0,38.0,1.0,229,0,290975,250,1.0,2021-07-20 21:56:35
234,39.0,166,2716.0,39.0,1.0,234,0,291082,250,1.0,2021-07-20 21:56:36
238,40.0,167,2717.0,40.0,1.0,238,0,291189,250,1.0,2021-07-20 21:56:37
241,41.0,168,2718.0,41.0,1.0,241,0,291296,250,1.0,2021-07-20 21:56:38
245,42.0,169,2719.0,42.0,1.0,245,0,291403,250,1.0,2021-07-20 21:56:39
247,43.0,170,2720.0,43.0,1.0,247,0,291511,250,1.0,2021-07-20 21:56:40
250,44.0,171,2721.0,44.0,1.0,250,0,291618,250,1.0,2021-07-20 21:56:41
251,45.0,172,2722.0,45.0,1.0,251,0,291725,250,1.0,2021-07-20 21:56:42
252,46.0,173,2723.0,46.0,1.0,252,0,291832,250,1.0,2021-07-20 21:56:43
253,47.0,174,2724.0,47.0,1.0,253,0,291939,250,1.0,2021-07-20 21:56:44
254,48.0,175,2725.0,48.0,1.0,254,0,292046,250,1.0,2021-07-20 21:56:45
253,49.0,176,2726.0,49.0,1.0,253,0,292154,250,1.0,2021-07-20 21:56:46
252,50.0,177,2727.0,50.0,1.0,252,0,292261,250,1.0,2021-07-20 21:56:47
251,51.0,178,2728.0,51.0,1.0,251,0,292368,250,1.0,2021-07-20 21:56:48
250,52.0,179,2729.0,52.0,1.0,250,0,292475,250,1.0,2021-07-20 21:56:49
247,53.0,180,2730.0,53.0,1.0,247,0,292582,250,1.0,2021-07-20 21:56:50
245,54.0,181,2731.0,54.0,1.0,245,0,292689,250,1.0,2021-07-20 21:56:51
241,55.0,182,2732.0,55.0,1.0,241,0,292797,250,1.0,2021-07-20 21:56:52
238,56.0,183,2733.0,56.0,1.0,238,0,292904,250,1.0,2021-07-20 21:56:53
234,57.0,184,2734.0,57.0,1.0,234,0,293011,250,1.0,2021-07-20 21:56:54
229,58.0,185,2735.0,58.0,1.0,229,0,293118,250,1.0,2021-07-20 21:56:55
224,59.0,186,2736.0,59.0,1.0,224,0,293225,250,1.0,2021-07-20 21:56:56
219,60.0,187,2737.0,60.0,1.0,219,0,293333,250,1.0,2021-07-20 21:56:57
213,61.0,188,2738.0,61.0,1.0,213,0,293440,250,1.0,2021-07-20 21:56:58
207,62.0,189,2739.0,62.0,1.0,207,0,293547,250,1.0,2021-07-20 21:56:59
201,63.0,190,2740.0,63.0,1.0,201,0,293654,250,1.0,2021-07-20 21:57:00
195,64.0,191,2741.0,64.0,1.0,195,0,293761,250,1.0,2021-07-20 21:57:01
188,65.0,192,2742.0,65.0,1.0,188,0,293868,250,1.0,2021-07-20 21:57:02
181,66.0,193,2743.0,66.0,1.0,181,0,293976,250,1.0,2021-07-20 21:57:03
173,67.0,194,2744.0,67.0,1.0,173,0,294083,250,1.0,2021-07-20 21:57:04
166,68.0,195,2745.0,68.0,1.0,166,0,294190,250,1.0,2021-07-20 21:57:05
158,69.0,196,2746.0,69.0,1.0,158,0,294297,250,1.0,2021-07-20 21:57:06
150,70.0,197,2747.0,70.0,1.0,150,0,294404,250,1.0,2021-07-20 21:57:07
142,71.0,198,2748.0,71.0,1.0,142,0,294511,250,1.0,2021-07-20 21:57:08
134,72.0,199,2749.0,72.0,1.0,134,0,294619,250,1.0,2021-07-20 21:57:09
127,73.0,200,2750.0,73.0,1.0,127,0,294726,250,1.0,2021-07-20 21:57:10
119,74.0,201,2751.0,74.0,1.0,119,0,294833,250,1.0,2021-07-20 21:57:11
111,75.0,202,2752.0,75.0,1.0,111,0,294940,250,1.0,2021-07-20 21:57:12
103,76.0,203,2753.0,76.0,1.0,103,0,295047,250,1.0,2021-07-20 21:57:13
95,77.0,204,2754.0,77.0,1.0,95,0,295154,250,1.0,2021-07-20 21:57:14
87,78.0,205,2755.0,78.0,1.0,87,0,295262,250,1.0,2021-07-20 21:57:15
80,79.0,206,2756.0,79.0,1.0,80,0,295369,250,1.0,2021-07-20 21:57:16
72,80.0,207,2757.0,80.0,1.0,72,0,295476,250,1.0,2021-07-20 21:57:17
65,81.0,208,2758.0,81.0,1.0,65,0,295583,250,1.0,2021-07-20 21:57:18
58,82.0,209,2759.0,82.0,1.0,58,0,295690,250,1.0,2021-07-20 21:57:19
52,83.0,210,2760.0,83.0,1.0,52,0,295797,250,1.0,2021-07-20 21:57:20
46,84.0,211,2761.0,84.0,1.0,46,0,295905,250,1.0,2021-07-20 21:57:21
40,85.0,212,2762.0,85.0,1.0,40,0,296012,250,1.0,2021-07-20 21:57:22
34,86.0,213,2763.0,86.0,1.0,34,0,296119,250,1.0,2021-07-20 21:57:23
29,87.0,214,2764.0,87.0,1.0,29,0,296226,250,1.0,2021-07-20 21:57:24
24,88.0,215,2765.0,88.0,1.0,24,0,296333,250,1.0,2021-07-20 21:57:25
19,89.0,216,2766.0,89.0,1.0,19,0,296441,250,1.0,2021-07-20 21:57:26
15,90.0,217,2767.0,90.0,1.0,15,0,296548,250,1.0,2021-07-20 21:57:27
12,91.0,218,2768.0,91.0,1.0,12,0,296655,250,1.0,2021-07-20 21:57:28
8,92.0,219,2769.0,92.0,1.0,8,0,296762,250,1.0,2021-07-20 21:57:29
6,93.0,220,2770.0,93.0,1.0,6,0,296869,250,1.0,2021-07-20 21:57:30
3,94.0,221,2771.0,94.0,1.0,3,0,296976,250,1.0,2021-07-20 21:57:31
2,95.0,222,2772.0,95.0,1.0,2,0,297084,250,1.0,2021-07-20 21:57:32
1,96.0,223,2773.0,96.0,1.0,1,0,297191,250,1.0,2021-07-20 21:57:33
0,97.0,224,2774.0,97.0,1.0,0,0,297298,250,1.0,2021-07-20 21:57:34
0,98.0,225,2775.0,98.0,1.0,0,0,297405,250,1.0,2021-07-20 21:57:35
0,99.0,226,2776.0,99.0,1.0,0,0,297512,250,1.0,2021-07-20 21:57:36
1,100.0,227,2777.0,100.0,1.0,1,0,297619,250,1.0,2021-07-20 21:57:37
2,101.0,228,2778.0,101.0,1.0,2,0,297727,250,1.0,2021-07-20 21:57:38
3,102.0,229,2779.0,102.0,1.0,3,0,297834,250,1.0,2021-07-20 21:57:39
6,103.0,230,2780.0,103.0,1.0,6,0,297941,250,1.0,2021-07-20 21:57:40
8,104.0,231,2781.0,104.0,1.0,8,0,298048,250,1.0,2021-07-20 21:57:41
12,105.0,232,2782.0,105.0,1.0,12,0,298155,250,1.0,2021-07-20 21:57:42
15,106.0,233,2783.0,106.0,1.0,15,0,298262,250,1.0,2021-07-20 21:57:43
19,107.0,234,2784.0,107.0,1.0,19,0,298370,250,1.0,2021-07-20 21:57:44
24,108.0,235,2785.0,108.0,1.0,24,0,298477,250,1.0,2021-07-20 21:57:45
29,109.0,236,2786.0,109.0,1.0,29,0,298584,250,1.0,2021-07-20 21:57:46
34,110.0,237,2787.0,110.0,1.0,34,0,298691,250,1.0,2021-07-20 21:57:47
40,111.0,238,2788.0,111.0,1.0,40,0,298798,250,1.0,2021-07-20 21:57:48
46,112.0,239,2789.0,112.0,1.0,46,0,298905,250,1.0,2021-07-20 21:57:49
52,113.0,240,2790.0,113.0,1.0,52,0,299013,250,1.0,2021-07-20 21:57:50
58,114.0,241,2791.0,114.0,1.0,58,0,299120,250,1.0,2021-07-20 21:57:51
65,115.0,242,2792.0,115.0,1.0,65,0,299227,250,1.0,2021-07-20 21:57:52
72,116.0,243,2793.0,116.0,1.0,72,0,299334,250,1.0,2021-07-20 21:57:53
80,117.0,244,2794.0,117.0,1.0,80,0,299441,250,1.0,2021-07-20 21:57:54
87,118.0,245,2795.0,118.0,1.0,87,0,299549,250,1.0,2021-07-20 21:57:55
95,119.0,246,2796.0,119.0,1.0,95,0,299656,250,1.0,2021-07-20 21:57:56
103,120.0,247,2797.0,120.0,1.0,103,0,299763,250,1.0,2021-07-20 21:57:57
111,121.0,248,2798.0,121.0,1.0,111,0,299870,250,1.0,2021-07-20 21:57:58
119,122.0,249,2799.0,122.0,1.0,119,0,299977,250,1.0,2021-07-20 21:57:59
126,123.0,250,2800.0,123.0,1.0,126,0,300084,250,1.0,2021-07-20 21:58:00
134,124.0,251,2801.0,124.0,1.0,134,0,300192,250,1.0,2021-07-20 21:58:01
142,125.0,252,2802.0,125.0,1.0,142,0,300299,250,1.0,2021-07-20 21:58:02
150,126.0,253,2803.0,126.0,1.0,150,0,300406,250,1.0,2021-07-20 21:58:03
158,127.0,254,2804.0,127.0,1.0,158,0,300513,250,1.0,2021-07-20 21:58:04
166,127.0,0,2805.0,127.0,1.0,166,0,300620,150,1.0,2021-07-20 21:58:05
173,126.0,1,2806.0,126.0,1.0,173,0,300727,150,1.0,2021-07-20 21:58:06
181,125.0,2,2807.0,125.0,1.0,181,0,300835,150,1.0,2021-07-20 21:58:07
188,124.0,3,2808.0,124.0,1.0,188,0,300942,150,1.0,2021-07-20 21:58:08
195,123.0,4,2809.0,123.0,1.0,195,0,301049,150,1.0,2021-07-20 21:58:09
201,122.0,5,2810.0,122.0,1.0,201,0,301156,150,1.0,2021-07-20 21:58:10
207,121.0,6,2811.0,121.0,1.0,207,0,301263,150,1.0,2021-07-20 21:58:11
213,120.0,7,2812.0,120.0,1.0,213,0,301370,150,1.0,2021-07-20 21:58:12
219,119.0,8,2813.0,119.0,1.0,219,0,301478,150,1.0,2021-07-20 21:58:13
224,118.0,9,2814.0,118.0,1.0,224,0,301585,150,1.0,2021-07-20 21:58:14
229,117.0,10,2815.0,117.0,1.0,229,0,301692,150,1.0,2021-07-20 21:58:15
234,116.0,11,2816.0,116.0,1.0,234,0,301799,150,1.0,2021-07-20 21:58:16
238,115.0,12,2817.0,115.0,1.0,238,0,301906,150,1.0,2021-07-20 21:58:17
241,114.0,13,2818.0,114.0,1.0,241,0,302014,150,1.0,2021-07-20 21:58:18
245,113.0,14,2819.0,113.0,1.0,245,0,302121,150,1.0,2021-07-20 21:58:19
247,112.0,15,2820.0,112.0,1.0,247,0,302228,150,1.0,2021-07-20 21:58:20
250,111.0,16,2821.0,111.0,1.0,250,0,302335,150,1.0,2021-07-20 21:58:21
251,110.0,17,2822.0,110.0,1.0,251,0,302442,150,1.0,2021-07-20 21:58:22
252,109.0,18,2823.0,109.0,1.0,252,0,302549,150,1.0,2021-07-20 21:58:23
253,108.0,19,2824.0,108.0,1.0,253,0,302657,150,1.0,2021-07-20 21:58:24
254,107.0,20,2825.0,107.0,1.0,254,0,302764,150,1.0,2021-07-20 21:58:25
253,106.0,21,2826.0,106.0,1.0,253,0,302871,150,1.0,2021-07-20 21:58:26
252,105.0,22,2827.0,105.0,1.0,252,0,302978,150,1.0,2021-07-20 21:58:27
251,104.0,23,2828.0,104.0,1.0,251,0,303085,150,1.0,2021-07-20 21:58:28
250,103.0,24,2829.0,103.0,1.0,250,0,303192,150,1.0,2021-07-20 21:58:29
247,102.0,25,2830.0,102.0,1.0,247,0,303300,150,1.0,2021-07-20 21:58:30
245,101.0,26,2831.0,101.0,1.0,245,0,303407,150,1.0,2021-07-20 21:58:31
241,100.0,27,2832.0,100.0,1.0,241,0,303514,150,1.0,2021-07-20 21:58:32
238,99.0,28,2833.0,99.0,1.0,238,0,303621,150,1.0,2021-07-20 21:58:33
234,98.0,29,2834.0,98.0,1.0,234,0,303728,150,1.0,2021-07-20 21:58:34
229,97.0,30,2835.0,97.0,1.0,229,0,303835,150,1.0,2021-07-20 21:58:35
224,96.0,31,2836.0,96.0,1.0,224,0,303943,150,1.0,2021-07-20 21:58:36
219,95.0,32,2837.0,95.0,1.0,219,0,304050,150,1.0,2021-07-20 21:58:37
213,94.0,33,2838.0,94.0,1.0,213,0,304157,150,1.0,2021-07-20 21:58:38
207,93.0,34,2839.0,93.0,1.0,207,0,304264,150,1.0,2021-07-20 21:58:39
201,92.0,35,2840.0,92.0,1.0,201,0,304371,150,1.0,2021-07-20 21:58:40
195,91.0,36,2841.0,91.0,1.0,195,0,304478,150,1.0,2021-07-20 21:58:41
188,90.0,37,2842.0,90.0,1.0,188,0,304586,150,1.0,2021-07-20 21:58:42
181,89.0,38,2843.0,89.0,1.0,181,0,304693,150,1.0,2021-07-20 21:58:43
173,88.0,39,2844.0,88.0,1.0,173,0,304800,150,1.0,2021-07-20 21:58:44
166,87.0,40,2845.0,87.0,1.0,166,0,304907,150,1.0,2021-07-20 21:58:45
158,86.0,41,2846.0,86.0,1.0,158,0,305014,150,1.0,2021-07-20 21:58:46
150,85.0,42,2847.0,85.0,1.0,150,0,305122,150,1.0,2021-07-20 21:58:47
142,84.0,43,2848.0,84.0,1.0,142,0,305229,150,1.0,2021-07-20 21:58:48
134,83.0,44,2849.0,83.0,1.0,134,0,305336,150,1.0,2021-07-20 21:58:49
127,82.0,45,2850.0,82.0,1.0,127,0,305443,150,1.0,2021-07-20 21:58:50
119,81.0,46,2851.0,81.0,1.0,119,0,305550,150,1.0,2021-07-20 21:58:51
111,80.0,47,2852.0,80.0,1.0,111,0,305657,150,1.0,2021-07-20 21:58:52
103,79.0,48,2853.0,79.0,1.0,103,0,305765,150,1.0,2021-07-20 21:58:53
95,78.0,49,2854.0,78.0,1.0,95,0,305872,150,1.0,2021-07-20 21:58:54
87,77.0,50,2855.0,77.0,1.0,87,0,305979,150,1.0,2021-07-20 21:58:55
80,76.0,51,2856.0,76.0,1.0,80,0,306086,150,1.0,2021-07-20 21:58:56
72,75.0,52,2857.0,75.0,1.0,72,0,306193,150,1.0,2021-07-20 21:58:57
65,74.0,53,2858.0,74.0,1.0,65,0,306300,150,1.0,2021-07-20 21:58:58
58,73.0,54,2859.0,73.0,1.0,58,0,306408,150,1.0,2021-07-20 21:58:59
52,72.0,55,2860.0,72.0,1.0,52,0,306515,150,1.0,2021-07-20 21:59:00
46,71.0,56,2861.0,71.0,1.0,46,0,306622,150,1.0,2021-07-20 21:59:01
40,70.0,57,2862.0,70.0,1.0,40,0,306729,150,1.0,2021-07-20 21:59:02
34,69.0,58,2863.0,69.0,1.0,34,0,306836,150,1.0,2021-07-20 21:59:03
29,68.0,59,2864.0,68.0,1.0,29,0,306943,150,1.0,2021-07-20 21:59:04
24,67.0,60,2865.0,67.0,1.0,24,0,307051,150,1.0,2021-07-20 21:59:05
19,66.0,61,2866.0,66.0,1.0,19,0,307158,150,1.0,2021-07-20 21:59:06
15,65.0,62,2867.0,65.0,1.0,15,0,307265,150,1.0,2021-07-20 21:59:07
12,64.0,63,2868.0,64.0,1.0,12,0,307372,150,1.0,2021-07-20 21:59:08
8,63.0,64,2869.0,63.0,1.0,8,0,307479,150,1.0,2021-07-20 21:59:09
6,62.0,65,2870.0,62.0,1.0,6,0,307587,150,1.0,2021-07-20 21:59:10
3,61.0,66,2871.0,61.0,1.0,3,0,307694,150,1.0,2021-07-20 21:59:11
2,60.0,67,2872.0,60.0,1.0,2,0,307801,150,1.0,2021-07-20 21:59:12
1,59.0,68,2873.0,59.0,1.0,1,0,307908,150,1.0,2021-07-20 21:59:13
0,58.0,69,2874.0,58.0,1.0,0,0,308015,150,1.0,2021-07-20 21:59:14
0,57.0,70,2875.0,57.0,1.0,0,0,308122,150,1.0,2021-07-20 21:59:15
0,56.0,71,2876.0,56.0,1.0,0,0,308230,150,1.0,2021-07-20 21:59:16
1,55.0,72,2877.0,55.0,1.0,1,0,308337,150,1.0,2021-07-20 21:59:17
2,54.0,73,2878.0,54.0,1.0,2,0,308444,150,1.0,2021-07-20 21:59:18
3,53.0,74,2879.0,53.0,1.0,3,0,308551,150,1.0,2021-07-20 21:59:19
6,52.0,75,2880.0,52.0,1.0,6,0,308658,150,1.0,2021-07-20 21:59:20
8,51.0,76,2881.0,51.0,1.0,8,0,308765,150,1.0,2021-07-20 21:59:21
12,50.0,77,2882.0,50.0,1.0,12,0,308873,150,1.0,2021-07-20 21:59:22
15,49.0,78,2883.0,49.0,1.0,15,0,308980,150,1.0,2021-07-20 21:59:23
19,48.0,79,2884.0,48.0,1.0,19,0,309087,150,1.0,2021-07-20 21:59:24
24,47.0,80,2885.0,47.0,1.0,24,0,309194,150,1.0,2021-07-20 21:59:25
29,46.0,81,2886.0,46.0,1.0,29,0,309301,150,1.0,2021-07-20 21:59:26
34,45.0,82,2887.0,45.0,1.0,34,0,309408,150,1.0,2021-07-20 21:59:27
40,44.0,83,2888.0,44.0,1.0,40,0,309516,150,1.0,2021-07-20 21:59:28
46,43.0,84,2889.0,43.0,1.0,46,0,309623,150,1.0,2021-07-20 21:59:29
52,42.0,85,2890.0,42.0,1.0,52,0,309730,150,1.0,2021-07-20 21:59:30
58,41.0,86,2891.0,41.0,1.0,58,0,309837,150,1.0,2021-07-20 21:59:31
65,40.0,87,2892.0,40.0,1.0,65,0,309944,150,1.0,2021-07-20 21:59:32
72,39.0,88,2893.0,39.0,1.0,72,0,310051,150,1.0,2021-07-20 21:59:33
80,38.0,89,2894.0,38.0,1.0,80,0,310159,150,1.0,2021-07-20 21:59:34
87,37.0,90,2895.0,37.0,1.0,87,0,310266,150,1.0,2021-07-20 21:59:35
95,36.0,91,2896.0,36.0,1.0,95,0,310373,150,1.0,2021-07-20 21:59:36
103,35.0,92,2897.0,35.0,1.0,103,0,310480,150,1.0,2021-07-20 21:59:37
111,34.0,93,2898.0,34.0,1.0,111,0,310587,150,1.0,2021-07-20 21:59:38
119,33.0,94,2899.0,33.0,1.0,119,0,310695,150,1.0,2021-07-20 21:59:39
126,32.0,95,2900.0,32.0,1.0,126,0,310802,150,1.0,2021-07-20 21:59:40
134,31.0,96,2901.0,31.0,1.0,134,0,310909,150,1.0,2021-07-20 21:59:41
142,30.0,97,2902.0,30.0,1.0,142,0,311016,150,1.0,2021-07-20 21:59:42
150,29.0,98,2903.0,29.0,1.0,150,0,311123,150,1.0,2021-07-20 21:59:43
158,28.0,99,2904.0,28.0,1.0,158,0,311230,150,1.0,2021-07-20 21:59:44
166,27.0,100,2905.0,27.0,1.0,166,0,311338,150,1.0,2021-07-20 21:59:45
173,26.0,101,2906.0,26.0,1.0,173,0,311445,150,1.0,2021-07-20 21:59:46
181,25.0,102,2907.0,25.0,1.0,181,0,311552,150,1.0,2021-07-20 21:59:47
188,24.0,103,2908.0,24.0,1.0,188,0,311659,150,1.0,2021-07-20 21:59:48
195,23.0,104,2909.0,23.0,1.0,195,0,311766,150,1.0,2021-07-20 21:59:49
201,22.0,105,2910.0,22.0,1.0,201,0,311873,150,1.0,2021-07-20 21:59:50
207,21.0,106,2911.0,21.0,1.0,207,0,311981,150,1.0,2021-07-20 21:59:51
213,20.0,107,2912.0,20.0,1.0,213,0,312088,150,1.0,2021-07-20 21:59:52
219,19.0,108,2913.0,19.0,1.0,219,0,312195,150,1.0,2021-07-20 21:59:53
224,18.0,109,2914.0,18.0,1.0,224,0,312302,150,1.0,2021-07-20 21:59:54
229,17.0,110,2915.0,17.0,1.0,229,0,312409,150,1.0,2021-07-20 21:59:55
234,16.0,111,2916.0,16.0,1.0,234,0,312516,150,1.0,2021-07-20 21:59:56
238,15.0,112,2917.0,15.0,1.0,238,0,312624,150,1.0,2021-07-20 21:59:57
241,14.0,113,2918.0,14.0,1.0,241,0,312731,150,1.0,2021-07-20 21:59:58
245,13.0,114,2919.0,13.0,1.0,245,0,312838,150,1.0,2021-07-20 21:59:59
247,12.0,115,2920.0,12.0,1.0,247,0,312945,150,1.0,2021-07-20 22:00:00
250,11.0,116,2921.0,11.0,1.0,250,0,313052,150,1.0,2021-07-20 22:00:01
251,10.0,117,2922.0,10.0,1.0,251,0,313160,150,1.0,2021-07-20 22:00:02
252,9.0,118,2923.0,9.0,1.0,252,0,313267,150,1.0,2021-07-20 22:00:03
253,8.0,119,2924.0,8.0,1.0,253,0,313374,150,1.0,2021-07-20 22:00:04
254,7.0,120,2925.0,7.0,1.0,254,0,313481,150,1.0,2021-07-20 22:00:05
253,6.0,121,2926.0,6.0,1.0,253,0,313588,150,1.0,2021-07-20 22:00:06
252,5.0,122,2927.0,5.0,1.0,252,0,313695,150,1.0,2021-07-20 22:00:07
251,4.0,123,2928.0,4.0,1.0,251,0,313803,150,1.0,2021-07-20 22:00:08
250,3.0,124,2929.0,3.0,1.0,250,0,313910,150,1.0,2021-07-20 22:00:09
247,2.0,125,2930.0,2.0,1.0,247,0,314017,150,1.0,2021-07-20 22:00:10
245,1.0,126,2931.0,1.0,1.0,245,0,314124,150,1.0,2021-07-20 22:00:11
241,0.0,127,2932.0,0.0,1.0,241,0,314231,250,1.0,2021-07-20 22:00:12
238,1.0,128,2933.0,1.0,1.0,238,0,314338,250,1.0,2021-07-20 22:00:13
234,2.0,129,2934.0,2.0,1.0,234,0,314446,250,1.0,2021-07-20 22:00:14
229,3.0,130,2935.0,3.0,1.0,229,0,314553,250,1.0,2021-07-20 22:00:15
224,4.0,131,2936.0,4.0,1.0,224,0,314660,250,1.0,2021-07-20 22:00:16
219,5.0,132,2937.0,5.0,1.0,219,0,314767,250,1.0,2021-07-20 22:00:17
213,6.0,133,2938.0,6.0,1.0,213,0,314874,250,1.0,2021-07-20 22:00:18
207,7.0,134,2939.0,7.0,1.0,207,0,314981,250,1.0,2021-07-20 22:00:19
201,8.0,135,2940.0,8.0,1.0,201,0,315089,250,1.0,2021-07-20 22:00:20
195,9.0,136,2941.0,9.0,1.0,195,0,315196,250,1.0,2021-07-20 22:00:21
188,10.0,137,2942.0,10.0,1.0,188,0,315303,250,1.0,2021-07-20 22:00:22
181,11.0,138,2943.0,11.0,1.0,181,0,315410,250,1.0,2021-07-20 22:00:23
173,12.0,139,2944.0,12.0,1.0,173,0,315517,250,1.0,2021-07-20 22:00:24
166,13.0,140,2945.0,13.0,1.0,166,0,315624,250,1.0,2021-07-20 22:00:25
158,14.0,141,2946.0,14.0,1.0,158,0,315732,250,1.0,2021-07-20 22:00:26
150,15.0,142,2947.0,15.0,1.0,150,0,315839,250,1.0,2021-07-20 22:00:27
142,16.0,143,2948.0,16.0,1.0,142,0,315946,250,1.0,2021-07-20 22:00:28
134,17.0,144,2949.0,17.0,1.0,134,0,316053,250,1.0,2021-07-20 22:00:29
126,18.0,145,2950.0,18.0,1.0,126,0,316160,250,1.0,2021-07-20 22:00:30
119,19.0,146,2951.0,19.0,1.0,119,0,316268,250,1.0,2021-07-20 22:00:31
111,20.0,147,2952.0,20.0,1.0,111,0,316375,250,1.0,2021-07-20 22:00:32
103,21.0,148,2953.0,21.0,1.0,103,0,316482,250,1.0,2021-07-20 22:00:33
95,22.0,149,2954.0,22.0,1.0,95,0,316589,250,1.0,2021-07-20 22:00:34
87,23.0,150,2955.0,23.0,1.0,87,0,316696,250,1.0,2021-07-20 22:00:35
80,24.0,151,2956.0,24.0,1.0,80,0,316803,250,1.0,2021-07-20 22:00:36
72,25.0,152,2957.0,25.0,1.0,72,0,316911,250,1.0,2021-07-20 22:00:37
65,26.0,153,2958.0,26.0,1.0,65,0,317018,250,1.0,2021-07-20 22:00:38
58,27.0,154,2959.0,27.0,1.0,58,0,317125,250,1.0,2021-07-20 22:00:39
52,28.0,155,2960.0,28.0,1.0,52,0,317232,250,1.0,2021-07-20 22:00:40
46,29.0,156,2961.0,29.0,1.0,46,0,317339,250,1.0,2021-07-20 22:00:41
40,30.0,157,2962.0,30.0,1.0,40,0,317446,250,1.0,2021-07-20 22:00:42
34,31.0,158,2963.0,31.0,1.0,34,0,317554,250,1.0,2021-07-20 22:00:43
29,32.0,159,2964.0,32.0,1.0,29,0,317661,250,1.0,2021-07-20 22:00:44
24,33.0,160,2965.0,33.0,1.0,24,0,317768,250,1.0,2021-07-20 22:00:45
19,34.0,161,2966.0,34.0,1.0,19,0,317875,250,1.0,2021-07-20 22:00:46
15,35.0,162,2967.0,35.0,1.0,15,0,317982,250,1.0,2021-07-20 22:00:47
12,36.0,163,2968.0,36.0,1.0,12,0,318089,250,1.0,2021-07-20 22:00:48
8,37.0,164,2969.0,37.0,1.0,8,0,318197,250,1.0,2021-07-20 22:00:49
6,38.0,165,2970.0,38.0,1.0,6,0,318304,250,1.0,2021-07-20 22:00:50
3,39.0,166,2971.0,39.0,1.0,3,0,318411,250,1.0,2021-07-20 22:00:51
2,40.0,167,2972.0,40.0,1.0,2,0,318518,250,1.0,2021-07-20 22:00:52
1,41.0,168,2973.0,41.0,1.0,1,0,318625,250,1.0,2021-07-20 22:00:53
